Customer_ID;Date_purchase;Price
59;22/01/2014;732
59;19/01/2014;932
59;25/12/2013;100
59;06/01/2014;366
59;20/01/2014;732
59;19/12/2013;133
59;19/03/2014;566
60;06/02/2014;146
60;07/02/2014;135
60;06/02/2014;151
60;06/02/2014;31
60;08/02/2014;151
61;06/01/2014;258
61;17/01/2014;775
61;06/01/2014;258
61;10/02/2014;344
62;23/12/2013;274
62;12/02/2014;343
63;13/11/2013;172
63;26/01/2014;286
63;14/02/2014;201
64;09/11/2013;457
64;10/11/2013;114
64;;
64;15/02/2014;457
65;24/12/2013;437
65;13/02/2014;335
65;08/01/2014;87
65;29/01/2014;291
65;03/01/2014;116
65;15/02/2014;408
67;20/12/2013;684
67;17/01/2014;300
67;06/01/2014;1154
67;18/01/2014;384
67;19/01/2014;598
67;21/12/2013;128
67;17/02/2014;470
68;07/01/2014;549
68;13/01/2014;785
68;17/02/2014;549
69;05/01/2014;1163
69;31/01/2014;659
69;17/02/2014;1086
69;14/01/2014;310
69;28/01/2014;426
69;18/02/2014;853
70;31/01/2014;121
70;21/02/2014;48
71;14/11/2013;591
71;10/01/2014;159
71;27/01/2014;182
71;29/11/2013;68
71;07/12/2013;341
71;22/02/2014;454
72;06/12/2013;696
72;19/01/2014;594
72;08/12/2013;670
72;03/01/2014;37
72;15/12/2013;412
72;15/12/2013;748
72;09/01/2014;619
72;16/02/2014;696
72;20/01/2014;31
72;19/02/2014;567
72;29/01/2014;723
72;18/02/2014;386
72;22/02/2014;644
73;29/01/2014;92
73;22/02/2014;275
74;11/11/2013;239
74;;444
74;22/04/2014;137
74;26/12/2013;34
74;05/12/2013;171
74;13/03/2014;444
74;15/11/2013;478
74;17/01/2014;684
74;04/04/2014;992
74;13/05/2014;137
74;06/06/2014;581
75;06/11/2013;357
75;26/02/2014;357
75;01/12/2013;68
75;25/12/2013;47
75;06/12/2013;374
75;23/11/2013;153
75;06/01/2014;170
75;16/01/2014;477
75;01/12/2013;512
75;21/02/2014;324
75;27/02/2014;204
76;12/02/2014;1357
76;19/02/2014;226
76;01/03/2014;678
77;21/01/2014;404
77;17/02/2014;386
77;31/01/2014;421
77;17/02/2014;70
77;21/01/2014;194
77;31/01/2014;140
77;22/02/2014;246
77;11/02/2014;88
77;18/02/2014;281
77;24/01/2014;175
77;04/02/2014;158
77;01/02/2014;386
77;18/02/2014;140
77;16/02/2014;404
77;27/02/2014;281
77;29/01/2014;528
77;01/03/2014;
78;09/11/2013;413
78;18/02/2014;34
78;01/02/2014;29
78;13/01/2014;798
78;19/02/2014;330
78;22/12/2013;661
78;20/01/2014;358
78;20/02/2014;192
78;24/11/2013;220
78;09/12/2013;110
78;26/02/2014;716
79;23/12/2013;41
79;26/12/2013;300
79;22/02/2014;316
79;06/03/2014;166
79;12/01/2014;83
79;06/03/2014;466
80;15/01/2014;326
80;19/01/2014;366
80;22/02/2014;488
80;25/02/2014;488
80;09/02/2014;142
80;07/03/2014;245
81;24/11/2013;767
81;22/02/2014;740
81;30/12/2013;661
81;11/12/2013;449
81;15/02/2014;714
81;29/11/2013;343
81;21/02/2014;290
81;22/12/2013;740
81;22/12/2013;370
81;;343
81;24/02/2014;449
81;15/02/2014;502
81;04/03/2014;238
81;25/11/2013;132
81;07/03/2014;264
82;20/12/2013;439
82;01/02/2014;335
82;06/03/2014;155
82;02/01/2014;697
82;20/12/2013;284
82;02/01/2014;104
82;25/02/2014;284
82;30/01/2014;206
82;22/02/2014;465
82;08/03/2014;671
83;24/12/2013;563
83;22/01/2014;122
83;13/02/2014;538
83;16/02/2014;636
83;05/03/2014;709
83;17/01/2014;147
83;10/01/2014;49
83;04/03/2014;514
83;13/02/2014;73
83;08/02/2014;734
83;10/03/2014;563
84;06/03/2014;371
84;30/03/2014;111
84;06/03/2014;501
84;23/03/2014;185
84;12/03/2014;501
84;18/03/2014;315
84;22/03/2014;204
84;21/03/2014;464
84;28/03/2014;464
84;12/03/2014;74
84;02/04/2014;185
85;07/02/2014;273
85;13/03/2014;156
85;13/02/2014;585
85;14/02/2014;351
85;27/02/2014;468
85;02/03/2014;273
85;13/02/2014;273
85;17/03/2014;195
85;27/02/2014;234
85;08/03/2014;117
85;22/03/2014;273
86;02/02/2014;247
86;13/03/2014;148
87;14/03/2014;648
88;13/12/2013;153
88;13/02/2014;459
88;16/03/2014;672
88;01/03/2014;764
88;13/03/2014;428
88;20/01/2014;153
88;16/12/2013;122
88;31/01/2014;397
88;21/12/2013;581
88;20/03/2014;642
89;07/02/2014;264
89;25/02/2014;132
89;06/03/2014;308
89;24/02/2014;596
89;22/02/2014;88
89;05/03/2014;66
89;15/03/2014;286
90;04/11/2013;120
90;16/03/2014;68
90;16/12/2013;241
90;12/02/2014;517
90;04/01/2014;189
90;18/03/2014;482
91;26/12/2013;460
91;13/01/2014;221
91;28/01/2014;601
91;29/12/2013;320
91;27/01/2014;240
91;26/12/2013;80
91;26/01/2014;340
91;28/01/2014;300
91;27/01/2014;380
91;28/01/2014;80
92;16/11/2013;73
92;27/04/2014;292
92;11/04/2014;438
92;29/11/2013;423
92;19/01/2014;321
92;04/12/2013;233
92;30/01/2014;131
92;29/11/2013;277
92;23/11/2013;292
92;07/05/2014;160
93;06/03/2014;629
93;16/03/2014;809
93;21/03/2014;449
94;09/01/2014;86
94;03/06/2014;68
94;18/02/2014;464
94;14/02/2014;499
94;;
94;18/03/2014;413
94;02/02/2014;430
94;24/01/2014;189
94;23/04/2014;120
94;09/06/2014;155
95;29/11/2013;404
95;29/11/2013;453
95;24/12/2013;252
95;13/01/2014;134
95;24/12/2013;185
95;28/12/2013;218
95;29/11/2013;33
95;13/12/2013;352
95;29/11/2013;420
95;16/01/2014;67
96;13/05/2014;497
96;31/05/2014;165
96;29/05/2014;110
96;25/05/2014;110
96;17/05/2014;303
96;29/05/2014;275
96;18/05/2014;165
96;17/05/2014;55
96;27/05/2014;303
96;02/06/2014;358
97;28/12/2013;1073
97;25/01/2014;536
97;15/01/2014;268
97;15/01/2014;482
97;10/02/2014;268
97;03/03/2014;1180
97;08/02/2014;965
97;06/01/2014;1287
97;13/03/2014;697
97;25/03/2014;268
98;06/01/2014;380
98;25/03/2014;95
99;25/03/2014;150
100;10/12/2013;182
100;26/03/2014;364
102;15/02/2014;565
102;20/02/2014;407
102;20/02/2014;180
102;20/02/2014;113
102;23/02/2014;226
102;22/02/2014;271
102;09/03/2014;68
102;16/03/2014;339
102;22/03/2014;475
102;22/03/2014;158
102;26/03/2014;31
103;04/12/2013;41
103;17/02/2014;225
103;24/12/2013;467
103;21/03/2014;139
103;11/03/2014;155
103;29/01/2014;432
103;25/12/2013;155
103;11/03/2014;225
103;23/12/2013;86
103;16/02/2014;121
103;19/03/2014;294
103;26/03/2014;467
104;18/03/2014;389
104;27/03/2014;215
104;;97
104;28/03/2014;467
104;23/03/2014;506
104;23/03/2014;58
104;25/03/2014;526
104;22/03/2014;389
104;21/03/2014;331
104;24/03/2014;370
104;21/03/2014;448
104;26/03/2014;526
104;21/03/2014;38
104;27/03/2014;292
104;25/03/2014;331
104;22/03/2014;116
104;28/03/2014;253
104;28/03/2014;526
105;03/02/2014;213
105;05/02/2014;40
105;24/02/2014;202
105;24/03/2014;31
105;19/03/2014;111
105;02/03/2014;141
105;03/02/2014;131
105;22/02/2014;101
105;05/02/2014;91
105;29/03/2014;202
106;14/02/2014;283
106;28/02/2014;991
106;02/04/2014;991
107;02/04/2014;311
107;04/04/2014;322
107;16/04/2014;118
107;07/04/2014;225
107;09/04/2014;322
107;10/04/2014;257
108;24/11/2013;125
108;12/05/2014;288
108;20/04/2014;376
108;12/12/2013;263
108;27/01/2014;238
108;16/06/2014;138
108;01/04/2014;251
108;22/04/2014;351
109;10/01/2014;63
109;01/02/2014;609
109;01/04/2014;525
109;06/04/2014;252
109;30/03/2014;630
109;04/04/2014;43
109;20/01/2014;399
109;17/03/2014;168
109;06/02/2014;399
109;06/04/2014;567
110;06/04/2014;180
111;26/01/2014;478
111;07/04/2014;179
112;01/12/2013;1734
112;28/12/2013;751
112;05/01/2014;1676
112;11/01/2014;1734
112;31/01/2014;1098
112;05/12/2013;57
112;10/01/2014;1098
112;03/02/2014;1156
113;12/03/2014;120
113;;48
113;09/04/2014;120
114;09/03/2014;84
114;29/03/2014;101
114;27/03/2014;244
114;01/04/2014;168
114;21/03/2014;126
114;16/03/2014;236
114;18/03/2014;143
114;23/03/2014;143
114;17/03/2014;50
114;10/04/2014;219
115;10/04/2014;386
116;28/03/2014;4420
117;02/11/2013;81
117;18/01/2014;216
117;18/03/2014;284
117;25/01/2014;203
117;14/04/2014;297
118;22/06/2014;222
119;29/11/2013;283
119;11/03/2014;472
119;14/03/2014;630
119;05/02/2014;693
119;18/01/2014;346
119;15/06/2014;126
119;26/06/2014;787
119;29/06/2014;157
120;20/12/2013;493
120;07/01/2014;188
120;08/03/2014;517
120;14/02/2014;47
120;10/03/2014;94
120;16/04/2014;681
121;04/12/2013;93
121;13/03/2014;931
121;01/03/2014;93
121;09/01/2014;559
121;26/01/2014;1024
121;14/01/2014;279
121;26/04/2014;279
121;28/05/2014;232
122;03/12/2013;51
122;16/02/2014;206
122;12/03/2014;129
122;19/04/2014;206
123;29/12/2013;582
123;23/01/2014;430
123;10/03/2014;556
123;11/02/2014;582
123;06/01/2014;480
123;16/01/2014;177
123;08/03/2014;
123;24/03/2014;101
123;21/02/2014;733
123;13/03/2014;709
123;14/01/2014;278
123;24/03/2014;177
124;12/11/2013;155
124;20/04/2014;311
125;20/03/2014;790
125;23/04/2014;246
125;24/04/2014;218
125;23/03/2014;327
125;11/04/2014;163
125;11/04/2014;654
125;09/04/2014;764
125;08/04/2014;300
125;16/04/2014;545
125;16/04/2014;218
125;24/04/2014;327
126;30/03/2014;809
126;23/06/2014;936
126;20/04/2014;255
126;15/05/2014;851
126;06/05/2014;127
126;14/05/2014;979
127;22/03/2014;4901
128;01/12/2013;106
128;21/01/2014;356
128;28/01/2014;570
128;25/12/2013;570
128;13/12/2013;178
128;26/04/2014;71
129;11/04/2014;254
129;14/04/2014;318
129;26/04/2014;36
129;26/04/2014;31
129;14/04/2014;42
129;21/04/2014;286
129;11/04/2014;169
129;16/04/2014;212
129;17/04/2014;63
129;14/04/2014;275
129;26/04/2014;84
129;26/04/2014;275
130;14/01/2014;477
130;29/01/2014;287
130;16/01/2014;795
130;22/04/2014;31
130;14/01/2014;668
130;27/04/2014;572
131;27/12/2013;220
131;27/12/2013;161
131;22/01/2014;323
131;22/01/2014;117
131;16/01/2014;367
131;20/01/2014;323
131;27/12/2013;73
131;22/01/2014;
131;07/01/2014;308
131;04/01/2014;249
131;07/01/2014;88
131;29/01/2014;176
132;19/02/2014;118
132;01/05/2014;106
133;21/01/2014;175
133;03/02/2014;293
133;15/04/2014;293
133;02/05/2014;58
134;10/03/2014;152
134;02/05/2014;407
135;22/01/2014;496
135;21/02/2014;397
135;11/03/2014;
135;12/06/2014;894
135;16/03/2014;1341
135;26/02/2014;944
135;31/01/2014;1390
136;09/04/2014;530
136;29/04/2014;435
136;23/05/2014;264
136;16/04/2014;567
136;14/06/2014;548
136;12/04/2014;435
136;25/05/2014;208
136;06/05/2014;340
136;30/05/2014;37
136;26/04/2014;37
137;05/05/2014;85
138;06/01/2014;80
138;28/04/2014;171
138;17/03/2014;35
138;21/03/2014;71
138;25/03/2014;162
138;09/03/2014;48
138;07/04/2014;44
138;30/01/2014;62
138;11/04/2014;44
138;07/03/2014;233
138;08/02/2014;162
138;10/01/2014;260
138;05/05/2014;207
139;05/02/2014;2513
139;;6703
141;18/12/2013;243
141;04/05/2014;292
141;11/05/2014;48
142;20/03/2014;398
142;05/05/2014;468
142;25/04/2014;351
142;23/04/2014;46
142;27/03/2014;210
142;01/04/2014;210
142;27/04/2014;585
142;03/04/2014;40
142;12/05/2014;351
142;12/05/2014;304
143;25/11/2013;588
143;25/01/2014;420
143;12/05/2014;420
144;02/02/2014;1687
145;11/01/2014;52
145;18/01/2014;166
145;16/01/2014;83
145;17/01/2014;302
145;18/01/2014;31
145;11/01/2014;218
145;14/01/2014;229
145;13/01/2014;291
145;18/01/2014;312
145;14/01/2014;260
145;11/01/2014;125
145;18/01/2014;312
146;10/02/2014;881
146;25/04/2014;629
146;15/05/2014;755
147;22/02/2014;501
147;12/03/2014;752
147;13/03/2014;358
147;06/05/2014;968
147;02/04/2014;286
149;17/05/2014;102
150;12/01/2014;262
150;01/04/2014;262
150;29/03/2014;437
150;18/05/2014;87
151;04/04/2014;174
151;09/05/2014;583
151;11/04/2014;524
151;07/05/2014;145
151;22/04/2014;262
151;24/04/2014;408
151;01/05/2014;816
151;20/04/2014;524
151;19/05/2014;845
152;29/12/2013;670
152;11/01/2014;335
152;25/03/2014;541
152;11/01/2014;78
152;03/04/2014;42
152;13/04/2014;258
152;02/03/2014;412
152;09/03/2014;258
152;;
152;19/05/2014;283
153;07/05/2014;125
153;10/05/2014;282
153;17/05/2014;31
153;08/05/2014;104
153;15/05/2014;63
153;07/05/2014;178
153;13/05/2014;199
153;11/05/2014;178
153;07/05/2014;188
153;21/05/2014;272
154;10/01/2014;995
154;16/05/2014;995
154;22/03/2014;1881
154;10/05/2014;2213
154;28/05/2014;663
155;11/03/2014;530
155;18/03/2014;512
155;04/04/2014;319
155;17/05/2014;38
155;28/04/2014;212
155;31/03/2014;442
155;18/04/2014;177
155;20/05/2014;159
155;22/04/2014;141
155;22/05/2014;495
156;21/03/2014;382
156;03/05/2014;63
156;23/05/2014;255
157;16/12/2013;81
157;16/05/2014;244
157;15/02/2014;610
157;30/04/2014;610
157;25/03/2014;40
157;28/03/2014;345
157;18/02/2014;366
157;20/12/2013;325
157;17/01/2014;508
157;24/05/2014;407
158;11/12/2013;140
158;11/04/2014;196
158;15/12/2013;140
158;27/05/2014;224
159;05/01/2014;102
159;29/04/2014;213
159;04/03/2014;32
159;27/04/2014;39
159;16/03/2014;47
159;25/04/2014;126
159;05/04/2014;173
159;22/02/2014;39
159;21/03/2014;205
159;07/01/2014;35
159;;134
159;27/05/2014;78
160;27/05/2014;69
161;12/04/2014;423
161;21/05/2014;605
161;16/06/2014;908
161;25/05/2014;181
161;08/06/2014;726
161;24/04/2014;1271
161;22/04/2014;666
161;27/04/2014;726
161;15/06/2014;181
161;27/04/2014;1634
162;17/11/2013;100
162;12/03/2014;359
162;04/01/2014;32
162;21/03/2014;388
162;30/03/2014;388
162;01/02/2014;42
162;07/01/2014;373
162;14/02/2014;244
162;28/01/2014;258
162;06/04/2014;344
162;10/02/2014;402
162;01/03/2014;229
162;01/05/2014;186
163;10/03/2014;387
163;22/03/2014;57
163;18/06/2014;330
163;04/04/2014;244
163;02/04/2014;57
163;02/04/2014;287
163;27/03/2014;186
163;16/03/2014;287
163;11/06/2014;330
163;30/04/2014;387
163;20/03/2014;344
164;10/12/2013;139
164;13/05/2014;75
164;03/02/2014;189
164;07/05/2014;126
164;15/03/2014;101
164;13/01/2014;43
164;27/03/2014;126
164;19/01/2014;44
164;07/03/2014;33
164;26/03/2014;107
164;05/04/2014;151
164;30/05/2014;164
165;26/11/2013;122
165;06/04/2014;122
165;31/05/2014;203
166;01/06/2014;95
167;23/12/2013;1081
167;26/01/2014;225
167;26/12/2013;450
167;30/01/2014;90
167;18/01/2014;270
167;25/12/2013;901
167;05/02/2014;180
167;11/01/2014;991
167;02/01/2014;405
167;19/01/2014;495
167;26/01/2014;316
167;04/01/2014;1261
167;27/01/2014;901
167;05/02/2014;360
168;22/12/2013;79
168;29/03/2014;263
168;15/04/2014;474
168;22/01/2014;448
168;28/04/2014;421
168;16/05/2014;527
168;04/02/2014;237
168;31/12/2013;737
168;03/03/2014;474
168;17/01/2014;263
168;08/03/2014;158
168;03/06/2014;711
168;19/05/2014;763
168;05/06/2014;711
169;02/01/2014;106
169;16/03/2014;277
169;19/04/2014;552
169;16/02/2014;85
169;26/06/2014;404
169;10/06/2014;595
169;08/03/2014;382
170;23/11/2013;610
170;07/01/2014;832
170;;722
170;20/01/2014;222
170;13/01/2014;667
170;21/12/2013;250
170;01/12/2013;805
170;10/01/2014;749
170;04/01/2014;138
170;13/01/2014;250
170;04/01/2014;138
170;17/12/2013;111
170;15/01/2014;360
170;24/01/2014;749
171;21/11/2013;128
171;06/04/2014;205
171;28/04/2014;111
171;26/02/2014;128
171;05/02/2014;179
171;19/03/2014;76
171;02/05/2014;42
171;01/04/2014;162
171;31/05/2014;94
171;08/12/2013;40
171;23/12/2013;42
171;12/05/2014;49
171;21/05/2014;102
171;24/11/2013;51
171;03/01/2014;205
171;10/01/2014;179
171;06/06/2014;128
172;03/02/2014;271
172;02/03/2014;379
172;03/04/2014;271
172;09/05/2014;488
172;08/06/2014;244
173;12/03/2014;411
173;20/03/2014;728
173;05/05/2014;253
173;14/04/2014;348
173;18/05/2014;190
173;12/03/2014;791
173;02/06/2014;379
173;29/05/2014;506
173;11/04/2014;253
173;09/06/2014;886
174;22/01/2014;30
174;17/04/2014;60
174;07/04/2014;725
174;31/01/2014;573
174;02/02/2014;30
174;27/04/2014;241
174;21/04/2014;755
174;18/03/2014;90
174;12/04/2014;422
174;21/06/2014;422
174;14/05/2014;
174;25/04/2014;90
174;24/02/2014;604
174;25/06/2014;725
175;28/01/2014;1090
175;25/06/2014;584
175;15/03/2014;428
175;18/03/2014;739
176;24/03/2014;254
176;24/03/2014;424
176;24/03/2014;283
176;24/03/2014;339
176;25/03/2014;651
176;24/03/2014;198
176;26/03/2014;453
176;25/03/2014;424
176;24/03/2014;736
176;26/03/2014;169
176;25/03/2014;254
176;25/03/2014;538
176;24/03/2014;708
176;26/03/2014;141
177;24/04/2014;67
177;11/06/2014;61
178;17/05/2014;363
178;25/05/2014;523
178;10/06/2014;455
178;10/06/2014;363
178;30/05/2014;636
178;13/06/2014;68
178;03/06/2014;250
178;12/06/2014;68
178;19/05/2014;45
178;17/05/2014;523
178;27/05/2014;68
178;02/06/2014;455
178;25/05/2014;386
178;13/06/2014;159
179;30/11/2013;695
179;30/05/2014;1004
179;15/12/2013;38
179;19/03/2014;347
179;26/05/2014;347
179;15/01/2014;154
179;31/03/2014;193
179;24/04/2014;386
179;27/01/2014;1042
179;13/06/2014;154
180;11/03/2014;40
180;13/03/2014;349
180;12/05/2014;403
180;04/06/2014;147
180;06/06/2014;215
180;#######;390
180;15/03/2014;201
180;03/04/2014;323
180;15/05/2014;67
180;01/06/2014;67
180;11/04/2014;323
180;01/05/2014;174
180;13/06/2014;242
181;13/06/2014;209
182;13/06/2014;114
183;09/02/2014;420
183;05/03/2014;353
183;27/04/2014;101
183;17/03/2014;319
183;19/03/2014;101
183;18/04/2014;453
183;04/06/2014;168
183;18/05/2014;151
183;31/05/2014;151
183;25/03/2014;487
183;14/06/2014;252
184;10/02/2014;157
184;29/05/2014;149
184;07/04/2014;232
184;17/03/2014;74
184;02/04/2014;82
184;20/02/2014;157
184;16/03/2014;44
184;28/02/2014;190
184;13/06/2014;45
184;16/06/2014;182
185;13/06/2014;167
185;22/06/2014;335
186;02/12/2013;41
186;26/01/2014;102
186;04/05/2014;512
186;19/02/2014;616
186;23/01/2014;410
186;13/04/2014;61
186;27/02/2014;471
186;16/01/2014;389
186;19/02/2014;512
186;12/06/2014;471
186;10/03/2014;225
186;17/06/2014;266
187;21/03/2014;309
187;23/03/2014;276
187;22/03/2014;423
187;22/03/2014;325
187;24/03/2014;244
187;22/03/2014;292
187;#######;179
187;24/03/2014;261
187;23/03/2014;471
187;24/03/2014;407
187;21/03/2014;439
187;24/03/2014;130
187;24/03/2014;65
187;24/03/2014;439
188;27/03/2014;431
188;31/03/2014;61
188;04/04/2014;533
188;03/04/2014;61
188;28/03/2014;40
188;01/04/2014;308
188;04/04/2014;492
188;27/03/2014;554
188;29/03/2014;225
188;30/03/2014;164
188;03/04/2014;615
188;02/04/2014;329
188;02/04/2014;39
188;04/04/2014;329
189;02/02/2014;566
189;31/05/2014;404
189;27/05/2014;181
189;10/02/2014;323
189;10/03/2014;242
189;26/05/2014;323
189;12/06/2014;364
189;21/02/2014;223
189;19/04/2014;121
189;07/04/2014;262
189;03/03/2014;242
189;08/05/2014;404
189;10/02/2014;181
189;17/06/2014;283
190;07/02/2014;453
190;08/05/2014;198
190;21/02/2014;29
190;07/05/2014;453
190;20/06/2014;850
191;19/12/2013;205
191;20/05/2014;243
191;24/12/2013;179
191;27/01/2014;179
191;04/02/2014;38
191;28/04/2014;282
191;22/02/2014;282
191;02/02/2014;205
191;11/03/2014;346
191;20/06/2014;179
192;26/02/2014;219
192;15/06/2014;279
192;18/05/2014;109
192;04/05/2014;269
192;06/05/2014;150
192;19/05/2014;269
192;02/05/2014;219
192;04/03/2014;209
192;21/03/2014;39
192;20/04/2014;39
192;17/05/2014;289
192;23/06/2014;170
192;21/04/2014;150
192;25/06/2014;59
193;21/05/2014;47
193;27/05/2014;31
193;13/06/2014;47
193;01/06/2014;42
193;08/06/2014;47
193;14/06/2014;110
193;16/06/2014;57
193;13/06/2014;115
193;23/05/2014;30
193;13/06/2014;126
193;14/06/2014;99
193;21/05/2014;41
193;08/06/2014;152
193;17/06/2014;47
194;30/05/2014;549
194;31/05/2014;417
194;#######;131
194;31/05/2014;47
194;27/06/2014;484
194;31/05/2014;571
194;31/05/2014;329
194;22/06/2014;43
194;08/06/2014;285
194;07/06/2014;395
194;18/06/2014;549
194;21/06/2014;461
194;01/06/2014;43
195;20/02/2014;265
195;05/06/2014;553
195;18/03/2014;163
195;18/04/2014;143
195;29/04/2014;143
195;20/04/2014;245
195;21/06/2014;491
196;18/03/2014;437
196;15/04/2014;416
196;18/04/2014;153
196;21/03/2014;218
196;18/04/2014;437
196;11/04/2014;306
196;07/04/2014;38
196;19/03/2014;613
196;11/04/2014;43
196;01/04/2014;328
196;14/04/2014;284
196;18/03/2014;262
196;19/03/2014;460
196;25/03/2014;197
196;18/04/2014;197
197;12/02/2014;254
197;29/04/2014;588
197;08/05/2014;588
197;28/04/2014;588
197;19/06/2014;78
197;19/06/2014;254
197;11/05/2014;117
197;29/05/2014;254
198;05/02/2014;295
198;11/02/2014;374
198;06/06/2014;45
198;12/02/2014;535
198;21/03/2014;749
198;27/03/2014;481
198;19/06/2014;53
198;13/02/2014;241
199;04/01/2014;95
199;26/01/2014;382
199;20/01/2014;318
199;25/01/2014;238
199;26/01/2014;365
199;02/02/2014;31
199;17/01/2014;318
199;03/02/2014;397
200;14/01/2014;65
200;07/02/2014;236
200;05/05/2014;314
200;06/03/2014;249
200;06/06/2014;276
200;06/05/2014;37
200;30/04/2014;52
200;24/06/2014;354
201;21/05/2014;523
201;01/06/2014;349
201;25/06/2014;1221
202;19/12/2013;704
202;28/02/2014;46
202;06/05/2014;657
202;12/05/2014;117
202;16/01/2014;117
202;22/03/2014;117
202;02/04/2014;46
202;25/12/2013;517
202;04/04/2014;46
202;13/04/2014;635
203;25/11/2013;306
203;28/02/2014;288
203;24/03/2014;360
203;22/02/2014;270
203;09/03/2014;126
203;26/04/2014;342
203;#######;306
203;26/03/2014;270
203;09/12/2013;396
203;13/01/2014;504
203;30/11/2013;162
203;13/02/2014;360
203;11/03/2014;144
203;02/04/2014;108
203;26/04/2014;180
