Customer_ID;Date_purchase;m
228;17/08/2014;217
228;06/08/2014;184
228;21/09/2014;134
229;20/07/2014;268
230;31/07/2014;527
230;13/07/2014;252
230;16/10/2014;703
230;07/09/2014;428
230;19/09/2014;276
230;05/10/2014;40
230;02/09/2014;201
230;18/09/2014;351
230;26/08/2014;226
230;09/07/2014;628
230;26/08/2014;603
230;18/09/2014;125
230;21/07/2014;276
230;21/10/2014;276
231;01/09/2014;413
231;06/09/2014;798
231;13/09/2014;798
231;17/09/2014;192
231;21/09/2014;441
231;14/09/2014;220
231;04/09/2014;275
231;06/09/2014;770
231;11/09/2014;688
231;18/09/2014;137
231;03/09/2014;577
231;07/09/2014;825
231;16/09/2014;441
231;17/09/2014;192
231;19/09/2014;110
231;20/09/2014;220
231;03/09/2014;605
231;06/09/2014;302
231;21/09/2014;165
232;18/07/2014;911
232;23/07/2014;911
233;29/09/2014;602
233;02/10/2014;637
236;28/07/2014;222
236;16/09/2014;241
237;29/07/2014;169
238;11/07/2014;758
238;04/11/2014;801
239;01/11/2014;288
239;30/11/2014;265
239;16/11/2014;509
239;23/12/2014;642
239;04/11/2014;354
239;03/11/2014;288
239;24/11/2014;66
239;29/12/2014;243
240;03/07/2014;566
240;09/07/2014;387
240;13/11/2014;746
240;16/11/2014;283
240;17/08/2014;283
240;23/10/2014;77
240;14/08/2014;360
240;14/07/2014;180
240;16/10/2014;490
240;12/11/2014;128
240;19/07/2014;180
240;01/09/2014;283
240;03/10/2014;670
240;15/10/2014;695
240;20/11/2014;438
242;30/09/2014;437
242;07/10/2014;470
242;18/10/2014;81
242;29/10/2014;32
242;05/11/2014;454
242;11/10/2014;470
242;09/11/2014;454
242;02/10/2014;324
242;01/11/2014;226
242;30/10/2014;260
242;14/10/2014;307
242;23/10/2014;324
242;11/10/2014;226
242;07/10/2014;324
242;14/11/2014;81
242;05/12/2014;372
242;11/12/2014;162
243;28/07/2014;249
243;09/07/2014;290
243;01/08/2014;498
244;20/07/2014;213
244;20/07/2014;41
244;23/07/2014;213
244;01/08/2014;344
244;28/07/2014;114
244;24/07/2014;29
244;31/07/2014;246
244;22/07/2014;426
244;30/07/2014;32
244;01/08/2014;328
246;09/07/2014;261
246;30/07/2014;731
246;04/09/2014;339
246;08/08/2014;104
246;30/07/2014;522
246;20/09/2014;731
246;22/09/2014;574
246;06/10/2014;314
246;06/10/2014;496
246;08/11/2014;208
246;11/09/2014;208
246;14/10/2014;208
246;07/08/2014;287
246;28/10/2014;496
246;12/07/2014;470
246;24/10/2014;261
246;19/10/2014;31
246;24/10/2014;678
246;21/11/2014;182
247;26/07/2014;29
247;01/07/2014;74
247;19/07/2014;224
247;01/08/2014;224
247;03/08/2014;104
248;19/08/2014;240
248;03/07/2014;479
248;20/08/2014;479
248;26/08/2014;159
249;07/08/2014;586
249;03/09/2014;782
249;17/10/2014;117
249;29/09/2014;703
249;21/10/2014;1056
253;25/07/2014;31
253;13/08/2014;29
253;11/09/2014;326
253;23/10/2014;280
253;06/10/2014;342
253;03/08/2014;234
253;11/08/2014;373
253;28/07/2014;466
253;25/07/2014;342
253;15/10/2014;186
253;29/11/2014;46
254;01/10/2014;404
254;24/08/2014;112
254;08/10/2014;202
254;04/09/2014;291
254;12/11/2014;381
254;06/07/2014;224
254;30/07/2014;516
254;31/08/2014;157
254;24/08/2014;179
254;01/07/2014;157
254;03/08/2014;516
254;29/07/2014;68
254;15/11/2014;179
255;15/11/2014;1104
255;18/11/2014;1052
255;19/11/2014;1209
255;16/11/2014;1104
255;18/11/2014;263
255;22/11/2014;157
255;18/11/2014;631
255;17/11/2014;210
255;16/11/2014;315
255;16/11/2014;1158
255;20/11/2014;1052
255;21/11/2014;473
255;21/11/2014;736
255;15/11/2014;157
255;19/11/2014;1158
255;16/11/2014;1420
255;22/11/2014;946
256;06/11/2014;574
256;14/11/2014;43
256;08/11/2014;574
256;14/11/2014;459
256;15/11/2014;229
256;08/11/2014;210
256;17/11/2014;517
257;15/09/2014;204
257;15/09/2014;229
257;07/11/2014;714
257;23/10/2014;204
257;06/10/2014;357
257;30/10/2014;127
257;06/10/2014;586
257;15/11/2014;714
257;21/09/2014;459
257;20/10/2014;663
257;28/11/2014;331
257;10/11/2014;612
257;19/10/2014;637
257;25/09/2014;153
257;19/11/2014;510
257;29/11/2014;739
257;07/10/2014;714
257;09/10/2014;561
257;02/12/2014;331
258;01/07/2014;77
258;01/07/2014;267
258;07/07/2014;369
258;12/07/2014;178
260;30/08/2014;532
260;10/09/2014;163
260;11/09/2014;450
260;08/10/2014;225
260;10/10/2014;491
260;09/10/2014;163
260;26/09/2014;450
260;13/09/2014;102
260;29/09/2014;184
260;11/09/2014;143
260;31/08/2014;327
260;24/09/2014;204
260;09/10/2014;204
260;31/08/2014;286
260;01/09/2014;470
260;10/09/2014;368
260;19/10/2014;163
261;13/07/2014;128
261;23/07/2014;169
261;02/07/2014;59
261;23/07/2014;119
262;17/10/2014;348
262;02/11/2014;491
262;28/10/2014;204
262;05/11/2014;450
262;27/08/2014;368
262;06/09/2014;184
262;10/11/2014;245
262;27/09/2014;184
262;17/11/2014;429
263;08/07/2014;325
263;14/09/2014;325
263;29/07/2014;108
263;15/12/2014;1086
264;25/08/2014;148
264;28/08/2014;127
264;17/10/2014;531
264;22/10/2014;233
264;25/08/2014;276
264;30/08/2014;403
264;23/10/2014;191
265;13/09/2014;491
265;03/12/2014;93
265;16/09/2014;397
265;24/11/2014;46
265;06/11/2014;701
265;03/12/2014;631
265;24/11/2014;116
265;03/12/2014;584
266;16/07/2014;149
266;05/07/2014;122
266;14/07/2014;112
266;19/08/2014;48
266;27/07/2014;93
266;04/08/2014;187
266;13/08/2014;93
266;11/08/2014;35
266;15/08/2014;47
266;23/08/2014;160
267;05/07/2014;665
267;27/07/2014;221
267;06/08/2014;221
268;15/08/2014;552
269;02/07/2014;162
269;04/07/2014;133
269;12/07/2014;33
270;13/08/2014;478
270;09/07/2014;199
270;16/08/2014;318
271;15/09/2014;428
271;14/07/2014;241
271;29/09/2014;428
271;26/07/2014;223
271;25/08/2014;130
271;04/07/2014;465
271;10/10/2014;260
272;15/07/2014;2318
273;18/10/2014;254
273;21/10/2014;119
273;14/11/2014;329
273;24/11/2014;433
273;10/11/2014;179
273;16/12/2014;29
273;07/11/2014;404
273;18/12/2014;225
273;19/10/2014;254
273;29/10/2014;344
273;26/11/2014;404
273;21/12/2014;225
273;28/10/2014;164
273;12/11/2014;329
273;27/10/2014;29
273;27/11/2014;344
273;24/11/2014;299
273;24/11/2014;209
273;21/12/2014;344
274;03/07/2014;1334
274;13/10/2014;1667
275;08/08/2014;537
275;09/08/2014;39
275;22/07/2014;378
275;25/07/2014;497
275;31/07/2014;318
275;12/07/2014;398
275;23/08/2014;79
276;18/07/2014;209
276;06/07/2014;400
276;16/07/2014;52
276;10/07/2014;452
276;10/08/2014;156
276;27/07/2014;313
276;18/08/2014;470
277;19/08/2014;57
278;08/07/2014;42
278;14/08/2014;165
278;02/09/2014;238
278;12/07/2014;367
278;02/08/2014;238
278;19/08/2014;476
278;19/08/2014;183
278;07/09/2014;45
278;15/09/2014;35
279;07/09/2014;408
279;15/07/2014;213
279;14/08/2014;136
279;29/07/2014;544
279;29/09/2014;77
279;12/08/2014;252
279;08/09/2014;194
279;24/08/2014;273
279;04/10/2014;330
279;17/11/2014;369
280;10/10/2014;336
280;11/10/2014;230
280;24/10/2014;230
280;15/10/2014;35
280;18/10/2014;177
280;30/10/2014;336
280;24/10/2014;159
280;23/10/2014;142
280;07/11/2014;461
280;07/11/2014;212
281;20/07/2014;226
281;14/08/2014;347
281;23/07/2014;408
281;01/08/2014;317
281;24/07/2014;317
281;06/09/2014;362
281;08/08/2014;302
281;10/08/2014;211
281;03/09/2014;438
281;30/09/2014;60
281;02/07/2014;453
281;12/10/2014;166
283;02/09/2014;746
283;02/11/2014;298
283;06/10/2014;1716
283;24/09/2014;1791
283;13/09/2014;597
283;27/10/2014;2089
283;14/11/2014;2089
283;06/09/2014;74
283;17/09/2014;1344
283;24/10/2014;1268
283;23/11/2014;1119
284;29/07/2014;268
284;18/09/2014;465
284;26/09/2014;322
285;23/09/2014;49
285;04/08/2014;489
285;26/07/2014;88
285;18/07/2014;66
285;13/08/2014;222
285;11/09/2014;222
285;06/10/2014;266
286;08/07/2014;510
286;10/07/2014;266
286;11/09/2014;66
286;27/08/2014;110
286;25/08/2014;444
286;20/08/2014;377
286;30/11/2014;510
288;03/07/2014;454
290;17/11/2014;450
290;21/11/2014;518
290;22/12/2014;540
290;29/11/2014;540
290;23/12/2014;586
290;13/12/2014;608
290;11/12/2014;563
290;19/11/2014;40
290;24/11/2014;450
290;05/12/2014;248
290;04/12/2014;428
290;06/12/2014;180
290;03/12/2014;473
290;10/12/2014;563
290;21/11/2014;495
290;05/12/2014;270
290;26/11/2014;586
290;20/12/2014;45
290;23/12/2014;586
291;09/07/2014;53
291;21/08/2014;187
291;12/08/2014;180
291;28/07/2014;167
291;21/08/2014;35
291;13/08/2014;167
291;25/08/2014;174
292;06/09/2014;436
293;26/07/2014;425
293;01/09/2014;489
293;20/09/2014;425
293;18/08/2014;107
293;04/10/2014;638
293;31/08/2014;297
293;20/08/2014;127
293;23/09/2014;319
293;22/09/2014;63
293;14/08/2014;234
293;12/10/2014;425
294;08/07/2014;122
294;14/07/2014;502
294;11/07/2014;226
294;29/07/2014;122
295;22/09/2014;278
295;13/10/2014;69
295;17/10/2014;43
295;26/08/2014;231
295;30/09/2014;486
295;12/10/2014;439
295;11/08/2014;254
295;22/10/2014;486
296;31/10/2014;195
296;26/11/2014;169
296;13/11/2014;327
296;16/11/2014;234
296;01/12/2014;117
296;05/11/2014;52
296;08/11/2014;92
296;05/11/2014;391
296;09/11/2014;287
296;21/11/2014;221
296;26/11/2014;52
296;30/11/2014;156
296;22/11/2014;43
296;09/11/2014;234
296;16/11/2014;169
296;23/11/2014;39
296;09/11/2014;391
296;02/12/2014;182
297;14/12/2014;349
297;06/11/2014;466
297;18/12/2014;30
297;23/11/2014;449
297;18/07/2014;399
297;19/11/2014;299
297;15/07/2014;417
297;19/11/2014;49
297;02/09/2014;116
297;19/12/2014;417
297;24/07/2014;32
297;26/12/2014;233
298;08/10/2014;273
298;08/08/2014;495
298;04/12/2014;187
298;27/08/2014;290
298;09/11/2014;153
298;30/11/2014;426
298;14/07/2014;324
298;30/08/2014;324
298;02/10/2014;30
298;11/08/2014;51
298;03/08/2014;392
298;07/07/2014;341
298;09/12/2014;238
299;29/08/2014;47
299;01/08/2014;165
299;21/10/2014;237
299;05/09/2014;354
299;15/07/2014;425
299;03/10/2014;283
299;19/07/2014;449
299;01/11/2014;472
299;01/11/2014;283
300;18/10/2014;1018
300;26/09/2014;1342
300;23/10/2014;555
300;27/11/2014;1157
300;23/07/2014;787
300;25/09/2014;371
300;08/11/2014;648
300;03/09/2014;277
300;06/10/2014;277
300;10/10/2014;462
300;12/12/2014;139
301;23/08/2014;208
301;01/09/2014;43
301;03/07/2014;183
301;26/09/2014;245
302;27/11/2014;394
302;07/12/2014;157
302;04/12/2014;184
302;06/12/2014;472
302;30/11/2014;262
302;04/12/2014;341
302;06/12/2014;210
302;01/12/2014;131
302;05/12/2014;394
302;04/12/2014;761
302;06/12/2014;656
302;27/11/2014;761
302;30/11/2014;288
302;01/12/2014;262
302;08/12/2014;788
302;29/11/2014;52
302;02/12/2014;735
302;09/12/2014;105
303;16/12/2014;1642
304;18/08/2014;767
305;19/11/2014;1749
305;23/11/2014;4374
305;24/11/2014;3499
306;04/08/2014;294
306;12/12/2014;324
306;14/08/2014;277
306;25/08/2014;169
306;20/09/2014;370
306;09/08/2014;46
306;03/09/2014;355
306;15/11/2014;308
306;07/09/2014;339
306;29/08/2014;46
306;28/10/2014;386
306;16/10/2014;247
306;21/10/2014;277
306;13/12/2014;386
306;26/09/2014;339
306;23/08/2014;200
306;28/12/2014;138
306;28/12/2014;200
307;20/11/2014;342
307;10/09/2014;1321
307;20/09/2014;293
307;09/07/2014;1174
307;14/12/2014;1370
307;14/11/2014;783
307;20/08/2014;1223
307;05/10/2014;734
307;23/10/2014;195
307;26/12/2014;244
308;20/11/2014;2885
309;01/10/2014;449
310;02/09/2014;34
310;05/10/2014;406
310;17/08/2014;813
310;11/10/2014;237
311;16/09/2014;297
311;21/07/2014;347
311;10/10/2014;99
311;11/12/2014;570
311;01/01/2015;99
312;18/08/2014;371
312;03/09/2014;85
312;09/09/2014;270
313;20/11/2014;1077
314;04/07/2014;67
314;09/10/2014;878
314;02/07/2014;642
314;21/08/2014;270
314;10/09/2014;540
314;10/07/2014;405
314;11/09/2014;202
314;22/09/2014;236
314;12/10/2014;642
315;28/08/2014;347
315;03/11/2014;1043
315;17/07/2014;347
315;17/09/2014;1193
315;02/10/2014;248
315;26/12/2014;546
316;06/07/2014;364
316;10/07/2014;475
316;13/08/2014;206
317;30/08/2014;586
317;02/08/2014;586
317;02/08/2014;30
317;12/12/2014;30
318;27/11/2014;415
318;16/12/2014;191
318;17/12/2014;351
318;01/12/2014;271
318;01/12/2014;479
318;11/12/2014;207
318;05/12/2014;79
318;27/11/2014;415
318;29/11/2014;95
318;17/12/2014;191
319;24/07/2014;378
319;17/09/2014;432
319;17/07/2014;918
319;01/09/2014;108
319;23/09/2014;1404
320;13/11/2014;2305
321;23/08/2014;1579
322;06/08/2014;506
322;01/09/2014;108
322;27/08/2014;904
322;08/08/2014;73
322;24/08/2014;253
322;07/08/2014;73
322;06/09/2014;108
322;13/08/2014;73
322;08/08/2014;253
322;20/08/2014;542
322;29/08/2014;36
322;04/09/2014;506
322;12/09/2014;217
323;25/08/2014;405
323;29/08/2014;231
323;09/09/2014;174
323;30/08/2014;420
323;06/09/2014;86
323;03/09/2014;131
323;03/09/2014;72
323;29/08/2014;86
323;02/09/2014;188
323;28/08/2014;405
323;29/08/2014;362
323;13/09/2014;275
323;04/09/2014;289
323;27/08/2014;260
323;10/09/2014;275
323;29/08/2014;333
323;27/08/2014;145
323;06/09/2014;231
323;13/09/2014;304
324;20/09/2014;217
324;24/10/2014;333
324;30/09/2014;420
324;06/10/2014;289
324;05/10/2014;434
324;10/10/2014;188
324;15/10/2014;304
324;09/10/2014;145
324;30/09/2014;101
324;14/10/2014;333
324;22/10/2014;362
324;07/10/2014;246
324;30/09/2014;260
324;24/09/2014;362
324;12/10/2014;376
324;06/10/2014;32
324;28/09/2014;57
324;26/10/2014;202
325;13/08/2014;500
325;11/07/2014;965
325;04/07/2014;35
325;08/07/2014;857
325;05/08/2014;1071
325;06/09/2014;428
325;09/08/2014;392
325;14/10/2014;392
326;20/09/2014;804
326;13/08/2014;614
326;09/09/2014;1324
326;22/10/2014;94
327;08/09/2014;442
327;22/07/2014;773
327;12/08/2014;663
327;04/10/2014;148
327;04/10/2014;810
327;02/01/2015;368
327;24/08/2014;478
327;12/08/2014;773
327;10/11/2014;810
327;03/01/2015;700
328;02/11/2014;488
328;19/09/2014;901
328;08/07/2014;300
328;07/08/2014;600
328;15/11/2014;863
328;26/08/2014;901
328;11/11/2014;450
328;01/07/2014;638
328;11/08/2014;825
328;20/07/2014;262
328;03/08/2014;262
328;25/07/2014;638
328;16/09/2014;863
328;24/10/2014;1051
328;28/09/2014;375
328;19/11/2014;825
329;30/10/2014;696
329;30/10/2014;928
329;13/11/2014;580
329;26/11/2014;503
329;04/12/2014;774
329;07/11/2014;503
329;26/11/2014;77
329;21/11/2014;890
329;17/11/2014;1044
329;06/11/2014;464
329;21/11/2014;1082
329;06/11/2014;1160
329;28/11/2014;503
329;02/11/2014;1006
329;05/12/2014;966
329;02/11/2014;580
329;06/12/2014;503
331;18/07/2014;168
331;22/09/2014;1518
331;27/07/2014;337
331;19/10/2014;675
332;23/08/2014;1579
334;12/07/2014;332
334;16/07/2014;378
334;18/07/2014;110
334;28/07/2014;94
334;20/08/2014;410
335;08/07/2014;99
335;24/08/2014;431
335;08/07/2014;182
335;08/08/2014;282
335;26/07/2014;415
335;17/09/2014;315
336;01/11/2014;865
336;05/10/2014;1623
336;05/11/2014;1298
336;28/07/2014;54
336;13/07/2014;865
336;12/07/2014;432
336;31/07/2014;1136
336;24/08/2014;1298
336;26/12/2014;865
337;22/07/2014;247
337;16/08/2014;304
337;05/08/2014;495
337;25/07/2014;456
337;07/08/2014;399
337;28/08/2014;190
337;11/08/2014;476
337;09/08/2014;476
337;27/07/2014;133
337;18/08/2014;437
337;04/08/2014;342
337;29/07/2014;437
337;30/07/2014;456
337;08/09/2014;361
338;29/07/2014;536
339;02/07/2014;536
339;03/07/2014;626
339;29/07/2014;358
340;04/09/2014;147
340;25/09/2014;332
340;17/07/2014;258
340;14/09/2014;307
340;14/07/2014;136
340;24/09/2014;172
340;28/09/2014;147
341;17/09/2014;212
341;12/08/2014;58
341;22/09/2014;242
341;01/10/2014;96
342;27/07/2014;379
342;26/07/2014;280
342;26/07/2014;346
342;08/08/2014;66
342;29/07/2014;247
342;12/08/2014;214
342;16/08/2014;478
343;11/07/2014;367
343;19/09/2014;253
345;16/10/2014;964
346;06/08/2014;137
346;20/07/2014;965
346;08/07/2014;620
346;02/07/2014;137
346;10/09/2014;965
346;13/10/2014;896
346;12/09/2014;655
346;06/08/2014;68
346;21/09/2014;586
346;18/07/2014;586
346;27/07/2014;276
346;18/10/2014;1034
347;16/10/2014;479
347;05/11/2014;110
347;01/11/2014;811
347;12/12/2014;627
347;19/12/2014;627
347;17/11/2014;1069
347;04/12/2014;737
347;17/12/2014;1106
347;21/11/2014;958
347;22/11/2014;774
347;21/10/2014;590
347;12/11/2014;73
347;19/11/2014;737
347;16/10/2014;700
347;24/11/2014;479
347;11/11/2014;885
347;08/11/2014;1106
347;08/12/2014;37
347;20/12/2014;184
348;21/07/2014;82
348;01/10/2014;1032
348;15/07/2014;82
348;25/08/2014;743
348;01/12/2014;41
348;08/07/2014;578
348;23/09/2014;619
348;09/12/2014;82
349;22/09/2014;906
349;12/10/2014;483
349;27/09/2014;453
349;13/10/2014;544
349;05/10/2014;664
349;18/10/2014;634
349;30/09/2014;151
349;03/10/2014;272
349;23/09/2014;272
349;11/10/2014;755
349;15/10/2014;241
349;27/09/2014;362
349;28/09/2014;695
349;13/10/2014;151
349;27/09/2014;544
349;23/09/2014;241
349;23/09/2014;604
349;11/10/2014;634
349;21/10/2014;423
350;02/09/2014;1221
350;27/10/2014;828
350;19/11/2014;436
350;16/09/2014;436
350;06/10/2014;654
350;29/09/2014;654
350;28/09/2014;392
350;22/11/2014;610
350;02/11/2014;43
350;20/10/2014;610
350;21/09/2014;1221
350;09/09/2014;698
350;23/11/2014;828
350;09/09/2014;785
350;09/11/2014;174
350;24/11/2014;1177
350;01/12/2014;959
351;19/08/2014;1442
351;24/10/2014;1442
352;25/08/2014;111
353;18/07/2014;358
353;26/08/2014;245
353;14/09/2014;283
353;14/10/2014;415
353;02/11/2014;75
354;12/09/2014;135
354;12/09/2014;42
354;15/10/2014;105
354;01/11/2014;75
354;20/09/2014;435
354;02/12/2014;375
355;20/08/2014;48
355;24/07/2014;288
355;09/10/2014;115
356;02/08/2014;82
356;07/08/2014;741
358;06/07/2014;3407
359;18/08/2014;319
359;22/08/2014;319
359;05/10/2014;319
359;08/11/2014;106
360;14/07/2014;39
360;14/07/2014;390
360;09/07/2014;117
360;14/07/2014;156
360;02/07/2014;331
360;20/07/2014;351
360;18/07/2014;195
360;23/07/2014;175
361;03/09/2014;235
361;30/09/2014;538
361;10/10/2014;235
361;23/09/2014;807
361;05/10/2014;807
361;23/09/2014;840
361;14/09/2014;369
361;30/09/2014;605
361;27/09/2014;706
361;05/09/2014;739
361;29/09/2014;807
361;07/09/2014;706
361;20/09/2014;269
361;07/10/2014;807
361;17/10/2014;504
362;06/08/2014;320
362;31/10/2014;142
362;16/08/2014;71
362;26/09/2014;106
362;04/11/2014;71
362;04/11/2014;1068
362;08/09/2014;961
362;15/07/2014;712
362;08/11/2014;712
362;10/11/2014;106
363;12/07/2014;330
364;10/08/2014;392
364;04/01/2015;30
364;07/11/2014;392
364;04/12/2014;242
364;21/10/2014;151
364;17/07/2014;347
364;28/08/2014;438
364;19/10/2014;302
364;27/12/2014;362
364;30/11/2014;105
364;16/11/2014;302
364;12/10/2014;151
364;12/07/2014;90
364;09/01/2015;438
365;29/07/2014;396
365;16/09/2014;465
366;10/07/2014;299
366;01/09/2014;313
366;14/07/2014;85
366;16/08/2014;128
366;16/08/2014;85
366;04/08/2014;370
366;15/10/2014;270
366;01/11/2014;285
366;11/08/2014;327
366;31/07/2014;342
366;12/09/2014;85
366;06/10/2014;30
366;25/07/2014;356
366;26/10/2014;427
366;05/10/2014;427
366;24/12/2014;327
367;17/10/2014;361
367;18/09/2014;297
367;03/11/2014;90
367;11/08/2014;155
367;10/07/2014;322
367;19/09/2014;245
367;04/11/2014;64
367;07/09/2014;361
367;09/09/2014;77
367;14/08/2014;232
367;08/09/2014;181
367;23/09/2014;335
367;21/12/2014;335
367;01/08/2014;387
367;17/10/2014;206
367;05/07/2014;181
367;27/11/2014;142
367;21/12/2014;181
368;07/10/2014;306
368;24/09/2014;92
368;03/11/2014;62
368;07/09/2014;245
368;27/09/2014;230
368;15/12/2014;184
369;14/08/2014;620
369;02/07/2014;277
369;01/10/2014;320
370;20/09/2014;456
371;22/07/2014;281
371;15/08/2014;260
371;09/08/2014;180
371;24/07/2014;300
371;14/07/2014;180
371;11/08/2014;80
371;25/07/2014;300
371;20/07/2014;260
371;16/08/2014;60
372;12/08/2014;466
372;20/09/2014;233
373;01/08/2014;74
373;28/07/2014;74
373;29/09/2014;718
373;10/07/2014;371
373;12/10/2014;396
374;02/11/2014;643
374;13/11/2014;69
374;07/11/2014;252
374;25/11/2014;597
374;25/11/2014;229
374;07/11/2014;45
374;05/12/2014;298
375;26/11/2014;450
375;29/11/2014;378
375;10/12/2014;162
375;10/12/2014;252
375;03/12/2014;126
375;04/12/2014;378
375;15/12/2014;378
376;20/09/2014;245
376;08/10/2014;104
376;01/10/2014;310
376;06/11/2014;310
376;17/10/2014;219
376;16/11/2014;129
376;09/11/2014;297
376;06/10/2014;180
376;21/11/2014;129
377;04/07/2014;2717
377;20/11/2014;5435
378;08/09/2014;133
378;11/07/2014;133
378;29/11/2014;53
379;28/07/2014;298
379;22/09/2014;285
379;17/10/2014;321
379;06/09/2014;178
379;07/11/2014;202
380;21/07/2014;37
380;21/08/2014;143
